failure_id,equipment_id,failure_date,failure_type,severity,description,root_cause,downtime_hours,repair_cost,prevented_by_maintenance,created_at
203,TRC-126,2015-07-22,Mechanical,Moderate,Clutch failure - Reduced operational capability,Overload,8.1,966.47,False,2025-11-02 19:53:25
204,SPR-007,2015-07-23,Hydraulic,Moderate,Hydraulic hose burst during operation - Reduced operational capability,Contaminated fluid,17.6,996.14,False,2025-11-02 19:53:25
205,TRC-065,2015-07-24,Hydraulic,Minor,Hydraulic fluid contamination,Contaminated fluid,4.8,207.74,True,2025-11-02 19:53:25
206,IRR-004,2015-08-03,Hydraulic,Minor,Hydraulic cylinder leak,Worn hose,2.6,215.46,True,2025-11-02 19:53:25
207,SPR-005,2015-08-04,Electrical,Minor,Alternator not charging,Corroded connection,2.7,436.31,False,2025-11-02 19:53:25
208,IRR-020,2015-08-04,Tire,Minor,Tire sidewall damage,Road hazard,4.6,319.17,True,2025-11-02 19:53:25
209,IRR-003,2015-08-09,Mechanical,Minor,Transmission gear failure,Overload,3.5,409.96,False,2025-11-02 19:53:25
210,IRR-017,2015-08-27,Mechanical,Minor,Gearbox malfunction,Lack of lubrication,6.0,381.55,False,2025-11-02 19:53:25
211,SPR-030,2015-09-01,Engine,Moderate,Engine overheating during operation - Reduced operational capability,Worn component,18.6,1176.67,True,2025-11-02 19:53:25
212,HRV-046,2015-09-13,Engine,Minor,Excessive smoke from exhaust,Age-related wear,3.5,237.82,True,2025-11-02 19:53:25
213,IRR-075,2015-09-17,Hydraulic,Moderate,Hydraulic hose burst during operation - Reduced operational capability,Seal failure,23.8,1401.37,False,2025-11-02 19:53:25
214,HRV-055,2015-09-18,Tire,Minor,Tire puncture,Overload,2.7,472.96,False,2025-11-02 19:53:25
215,IRR-064,2015-09-22,Other,Moderate,Mirror damage - Reduced operational capability,Operator error,8.0,1044.04,False,2025-11-02 19:53:25
216,TRC-165,2015-09-22,Tire,Minor,Tire puncture,Overload,5.8,266.03,True,2025-11-02 19:53:25
217,IRR-043,2015-09-24,Electrical,Minor,Wiring harness damage,Water damage,4.4,351.72,True,2025-11-02 19:53:25
218,TRC-126,2015-09-24,Engine,Minor,Engine overheating during operation,Contaminated fuel,2.2,431.36,True,2025-11-02 19:53:25
219,TRC-178,2015-09-26,Belt,Critical,Drive belt snapped - Complete equipment shutdown,Normal wear,31.4,7196.27,False,2025-11-02 19:53:25
220,IRR-075,2015-10-05,Mechanical,Minor,Drive shaft damage,Normal wear,2.1,384.39,False,2025-11-02 19:53:25
221,HRV-024,2015-10-07,Electrical,Minor,Wiring harness damage,Vibration damage,5.8,267.84,False,2025-11-02 19:53:25
222,TRC-123,2015-10-09,Hydraulic,Critical,Hydraulic pump failure - Complete equipment shutdown,Worn hose,89.0,6587.38,True,2025-11-02 19:53:25
223,IRR-009,2015-10-13,Engine,Moderate,Engine overheating during operation - Reduced operational capability,Age-related wear,10.7,740.95,True,2025-11-02 19:53:25
224,PLT-042,2015-10-14,Electrical,Moderate,Wiring harness damage - Reduced operational capability,Corroded connection,11.2,710.03,True,2025-11-02 19:53:25
225,IRR-064,2015-10-23,Hydraulic,Minor,Hydraulic hose burst during operation,Pressure spike,4.8,287.88,True,2025-11-02 19:53:25
226,IRR-031,2015-10-23,Mechanical,Minor,Drive shaft damage,Normal wear,2.0,258.47,False,2025-11-02 19:53:25
227,IRR-013,2015-10-26,Hydraulic,Critical,Hydraulic cylinder leak - Complete equipment shutdown,Exceeded service life,41.0,7490.86,True,2025-11-02 19:53:25
228,TRC-180,2015-10-26,Engine,Minor,Excessive smoke from exhaust,Overheating,4.7,226.96,True,2025-11-02 19:53:25
229,HRV-043,2015-10-28,Mechanical,Moderate,Gearbox malfunction - Reduced operational capability,Overload,11.6,1836.36,True,2025-11-02 19:53:25
230,TRC-007,2015-10-29,Engine,Moderate,Fuel system malfunction - Reduced operational capability,Lack of maintenance,20.1,1807.74,False,2025-11-02 19:53:25
231,TRC-087,2015-10-31,Engine,Moderate,Engine stalling intermittently - Reduced operational capability,Contaminated fuel,7.0,623.72,True,2025-11-02 19:53:25
232,IRR-017,2015-11-05,Hydraulic,Minor,Hydraulic cylinder leak,Pressure spike,2.4,482.41,True,2025-11-02 19:53:25
233,TRC-126,2015-11-07,Hydraulic,Minor,Hydraulic valve malfunction,Contaminated fluid,4.5,228.39,True,2025-11-02 19:53:25
234,HRV-022,2015-11-12,Tire,Minor,Excessive tire wear,Overload,2.1,389.73,True,2025-11-02 19:53:25
235,TRC-142,2015-11-13,Engine,Moderate,Engine stalling intermittently - Reduced operational capability,Lack of maintenance,15.4,613.16,False,2025-11-02 19:53:25
236,IRR-059,2015-11-16,Engine,Moderate,Engine overheating during operation - Reduced operational capability,Lack of maintenance,17.6,1484.41,True,2025-11-02 19:53:25
237,TRC-178,2015-11-27,Hydraulic,Moderate,Hydraulic pump failure - Reduced operational capability,Worn hose,14.7,1935.74,False,2025-11-02 19:53:25
238,TRC-178,2015-11-29,Tire,Minor,Excessive tire wear,Road hazard,4.4,401.09,False,2025-11-02 19:53:25
239,TRC-165,2015-11-29,Engine,Minor,Loss of power under load,Contaminated fuel,5.2,484.71,True,2025-11-02 19:53:25
240,IRR-072,2015-12-01,Electrical,Moderate,Alternator not charging - Reduced operational capability,Water damage,15.4,1976.27,True,2025-11-02 19:53:25
241,TRC-008,2015-12-01,Hydraulic,Minor,Hydraulic fluid contamination,Pressure spike,3.7,303.66,True,2025-11-02 19:53:25
242,IRR-045,2015-12-02,Tire,Minor,Wheel bearing failure,Improper inflation,3.1,464.66,True,2025-11-02 19:53:25
243,TRC-136,2015-12-02,Tire,Minor,Tire puncture,Overload,2.4,471.25,True,2025-11-02 19:53:25
244,SPR-020,2015-12-07,Electrical,Minor,Wiring harness damage,Worn component,2.2,494.46,False,2025-11-02 19:53:25
245,TRC-004,2015-12-08,Electrical,Minor,Wiring harness damage,Worn component,3.6,399.69,False,2025-11-02 19:53:25
246,TRC-168,2015-12-26,Tire,Minor,Tire sidewall damage,Overload,5.9,415.34,True,2025-11-02 19:53:25
247,TRC-087,2015-12-26,Electrical,Minor,Alternator not charging,Corroded connection,3.9,359.14,False,2025-11-02 19:53:25
248,IRR-003,2016-01-05,Engine,Minor,Engine overheating during operation,Age-related wear,4.2,476.97,True,2025-11-02 19:53:25
249,TRC-176,2016-01-06,Belt,Moderate,Excessive belt wear - Reduced operational capability,Improper tension,11.5,1760.51,True,2025-11-02 19:53:25
250,IRR-064,2016-01-08,Engine,Minor,Loss of power under load,Overheating,2.3,246.0,True,2025-11-02 19:53:25
251,IRR-073,2016-01-13,Tire,Minor,Tire blowout,Improper inflation,5.4,374.35,True,2025-11-02 19:53:25
252,HRV-036,2016-01-31,Hydraulic,Minor,Hydraulic pump failure,Pressure spike,5.9,468.19,True,2025-11-02 19:53:25
253,IRR-014,2016-02-02,Other,Critical,Seat adjustment failure - Complete equipment shutdown,Operator error,67.9,9810.25,False,2025-11-02 19:53:25
254,TRC-072,2016-02-12,Other,Minor,Cab door malfunction,Age-related,4.8,446.92,False,2025-11-02 19:53:25
255,IRR-059,2016-02-29,Belt,Moderate,Belt tensioner failure - Reduced operational capability,Misalignment,9.3,1649.69,True,2025-11-02 19:53:25
256,HRV-041,2016-03-09,Mechanical,Moderate,Bearing failure causing noise - Reduced operational capability,Lack of lubrication,8.6,1833.32,False,2025-11-02 19:53:25
257,HRV-029,2016-03-14,Mechanical,Moderate,Clutch failure - Reduced operational capability,Overload,18.7,871.58,False,2025-11-02 19:53:25
258,TRC-168,2016-03-20,Tire,Minor,Tire sidewall damage,Improper inflation,2.2,257.15,True,2025-11-02 19:53:25
259,IRR-033,2016-03-24,Tire,Minor,Excessive tire wear,Excessive wear,4.5,409.64,False,2025-11-02 19:53:25
260,IRR-057,2016-03-28,Tire,Minor,Tire sidewall damage,Age degradation,4.6,450.37,True,2025-11-02 19:53:25
261,SPR-006,2016-03-30,Belt,Moderate,Belt slipping under load - Reduced operational capability,Misalignment,12.3,953.67,True,2025-11-02 19:53:25
262,HRV-043,2016-04-04,Hydraulic,Critical,Hydraulic pump failure - Complete equipment shutdown,Pressure spike,93.3,7523.55,True,2025-11-02 19:53:25
263,HRV-006,2016-04-04,Mechanical,Minor,Mechanical linkage broken,Lack of lubrication,2.4,222.88,False,2025-11-02 19:53:25
264,PLT-015,2016-04-12,Tire,Minor,Tire puncture,Overload,4.2,220.73,True,2025-11-02 19:53:25
265,IRR-074,2016-04-21,Hydraulic,Minor,Hydraulic valve malfunction,Worn hose,5.4,463.64,True,2025-11-02 19:53:25
266,HRV-041,2016-04-22,Engine,Moderate,Fuel system malfunction - Reduced operational capability,Contaminated fuel,9.4,721.88,True,2025-11-02 19:53:25
267,IRR-072,2016-04-24,Other,Minor,Gauge malfunction,Operator error,4.8,334.37,False,2025-11-02 19:53:25
268,PLT-032,2016-04-25,Engine,Minor,Engine overheating during operation,Overheating,3.5,281.81,True,2025-11-02 19:53:25
269,IRR-075,2016-04-30,Hydraulic,Moderate,Hydraulic hose burst during operation - Reduced operational capability,Seal failure,18.2,809.49,True,2025-11-02 19:53:25
270,HRV-031,2016-05-02,Electrical,Minor,Battery failure,Vibration damage,2.9,391.27,False,2025-11-02 19:53:25
271,HRV-031,2016-05-03,Engine,Moderate,Excessive smoke from exhaust - Reduced operational capability,Worn component,19.3,1353.77,True,2025-11-02 19:53:25
272,TRC-120,2016-05-05,Tire,Minor,Tire blowout,Overload,3.7,478.19,True,2025-11-02 19:53:25
273,TRC-123,2016-05-07,Hydraulic,Moderate,Loss of hydraulic pressure - Reduced operational capability,Pressure spike,9.1,1792.95,True,2025-11-02 19:53:25
274,IRR-048,2016-05-09,Engine,Minor,Loss of power under load,Overheating,6.0,239.01,True,2025-11-02 19:53:25
275,TRC-055,2016-05-10,Tire,Minor,Wheel bearing failure,Road hazard,2.2,476.45,True,2025-11-02 19:53:25
276,IRR-019,2016-05-13,Engine,Minor,Engine overheating during operation,Worn component,5.2,448.33,True,2025-11-02 19:53:25
277,TRC-007,2016-05-13,Engine,Minor,Loss of power under load,Worn component,4.4,487.61,False,2025-11-02 19:53:25
278,IRR-031,2016-05-14,Other,Minor,Cab door malfunction,Normal wear,2.8,208.54,False,2025-11-02 19:53:25
279,TRC-178,2016-05-16,Hydraulic,Minor,Hydraulic pump failure,Worn hose,2.9,371.33,True,2025-11-02 19:53:25
280,TRC-054,2016-05-17,Tire,Minor,Tire blowout,Improper inflation,3.4,383.77,False,2025-11-02 19:53:25
281,TRC-090,2016-05-17,Mechanical,Minor,Mechanical linkage broken,Lack of lubrication,4.4,238.29,False,2025-11-02 19:53:25
282,TRC-008,2016-05-18,Tire,Minor,Tire blowout,Excessive wear,2.6,223.51,True,2025-11-02 19:53:25
283,TRC-142,2016-05-18,Hydraulic,Critical,Hydraulic pump failure - Complete equipment shutdown,Exceeded service life,32.6,9275.36,False,2025-11-02 19:53:25
284,TRC-068,2016-05-20,Tire,Minor,Tire puncture,Improper inflation,2.4,403.85,False,2025-11-02 19:53:25
285,PLT-045,2016-05-21,Hydraulic,Minor,Hydraulic pump failure,Contaminated fluid,5.8,376.05,True,2025-11-02 19:53:25
286,TRC-125,2016-05-27,Tire,Minor,Wheel bearing failure,Age degradation,3.7,475.46,True,2025-11-02 19:53:25
287,TRC-165,2016-06-01,Hydraulic,Minor,Loss of hydraulic pressure,Worn hose,5.8,283.04,True,2025-11-02 19:53:25
288,IRR-059,2016-06-03,Electrical,Moderate,Starter motor failure - Reduced operational capability,Water damage,11.8,1947.47,False,2025-11-02 19:53:25
289,IRR-054,2016-06-11,Engine,Minor,Engine oil leak detected,Age-related wear,2.0,313.55,False,2025-11-02 19:53:25
290,IRR-004,2016-06-21,Hydraulic,Moderate,Hydraulic hose burst during operation - Reduced operational capability,Contaminated fluid,10.1,1695.54,True,2025-11-02 19:53:25
291,IRR-063,2016-06-24,Mechanical,Minor,Drive shaft damage,Overload,4.0,320.9,True,2025-11-02 19:53:25
292,TRC-041,2016-06-24,Mechanical,Moderate,Mechanical linkage broken - Reduced operational capability,Misalignment,10.9,1053.51,False,2025-11-02 19:53:25
293,HRV-043,2016-06-30,Engine,Minor,Fuel system malfunction,Worn component,4.7,439.9,True,2025-11-02 19:53:25
294,IRR-045,2016-07-01,Hydraulic,Minor,Loss of hydraulic pressure,Worn hose,4.7,386.82,True,2025-11-02 19:53:25
295,TRC-180,2016-07-11,Mechanical,Minor,Drive shaft damage,Misalignment,5.3,314.43,True,2025-11-02 19:53:25
296,HRV-004,2016-07-17,Engine,Critical,Engine stalling intermittently - Complete equipment shutdown,Overheating,89.8,5237.28,True,2025-11-02 19:53:25
297,TRC-176,2016-07-17,Engine,Critical,Engine overheating during operation - Complete equipment shutdown,Lack of maintenance,91.3,4001.91,False,2025-11-02 19:53:25
298,TRC-175,2016-08-01,Hydraulic,Minor,Hydraulic valve malfunction,Exceeded service life,3.4,490.39,True,2025-11-02 19:53:25
299,TRC-174,2016-08-04,Hydraulic,Minor,Hydraulic valve malfunction,Worn hose,2.8,395.39,True,2025-11-02 19:53:25
300,IRR-073,2016-08-06,Hydraulic,Minor,Hydraulic valve malfunction,Worn hose,3.5,346.59,False,2025-11-02 19:53:25
301,TRC-065,2016-08-06,Tire,Minor,Wheel bearing failure,Road hazard,3.9,460.7,False,2025-11-02 19:53:25
302,IRR-075,2016-08-11,Electrical,Critical,Wiring harness damage - Complete equipment shutdown,Worn component,92.4,4281.69,False,2025-11-02 19:53:25
303,IRR-020,2016-08-18,Engine,Critical,Loss of power under load - Complete equipment shutdown,Overheating,46.9,4729.6,True,2025-11-02 19:53:25
304,HRV-060,2016-08-20,Tire,Minor,Tire puncture,Improper inflation,5.3,214.08,False,2025-11-02 19:53:25
305,SPR-006,2016-08-22,Engine,Minor,Loss of power under load,Lack of maintenance,5.4,248.05,True,2025-11-02 19:53:25
306,TRC-054,2016-09-02,Hydraulic,Minor,Hydraulic pump failure,Contaminated fluid,3.3,313.15,False,2025-11-02 19:53:25
307,PLT-033,2016-09-02,Other,Minor,Cab door malfunction,Environmental factors,2.4,315.95,False,2025-11-02 19:53:25
308,IRR-069,2016-09-03,Hydraulic,Critical,Hydraulic hose burst during operation - Complete equipment shutdown,Worn hose,29.2,9086.11,True,2025-11-02 19:53:25
309,IRR-049,2016-09-03,Tire,Minor,Tire sidewall damage,Excessive wear,4.1,289.3,False,2025-11-02 19:53:25
310,IRR-072,2016-09-06,Hydraulic,Minor,Loss of hydraulic pressure,Contaminated fluid,2.7,318.43,True,2025-11-02 19:53:25
311,IRR-045,2016-09-09,Engine,Moderate,Loss of power under load - Reduced operational capability,Age-related wear,10.2,1136.05,True,2025-11-02 19:53:25
312,HRV-041,2016-09-13,Electrical,Minor,Starter motor failure,Corroded connection,5.3,303.72,False,2025-11-02 19:53:25
313,TRC-157,2016-09-15,Mechanical,Moderate,Bearing failure causing noise - Reduced operational capability,Lack of lubrication,18.7,1321.2,False,2025-11-02 19:53:25
314,IRR-057,2016-09-17,Engine,Critical,Engine stalling intermittently - Complete equipment shutdown,Overheating,116.4,2680.27,True,2025-11-02 19:53:25
315,IRR-013,2016-09-17,Tire,Minor,Wheel bearing failure,Road hazard,3.0,421.21,False,2025-11-02 19:53:25
316,IRR-049,2016-09-19,Hydraulic,Minor,Hydraulic pump failure,Contaminated fluid,5.1,393.29,True,2025-11-02 19:53:25
317,TRC-092,2016-09-22,Tire,Minor,Tire puncture,Overload,3.3,453.02,True,2025-11-02 19:53:25
318,SPR-004,2016-10-01,Mechanical,Critical,Transmission gear failure - Complete equipment shutdown,Fatigue failure,43.2,5927.49,False,2025-11-02 19:53:25
319,TRC-065,2016-10-02,Tire,Minor,Tire sidewall damage,Improper inflation,5.5,310.72,True,2025-11-02 19:53:25
320,IRR-077,2016-10-10,Mechanical,Minor,Gearbox malfunction,Overload,4.0,493.09,False,2025-11-02 19:53:25
321,TRC-003,2016-10-10,Engine,Minor,Engine overheating during operation,Worn component,2.4,343.73,False,2025-11-02 19:53:25
322,TRC-174,2016-10-11,Tire,Minor,Tire blowout,Road hazard,2.2,290.61,False,2025-11-02 19:53:25
323,HRV-034,2016-10-12,Hydraulic,Minor,Hydraulic valve malfunction,Pressure spike,3.5,240.31,True,2025-11-02 19:53:25
324,IRR-072,2016-10-13,Tire,Minor,Tire sidewall damage,Overload,3.7,210.9,True,2025-11-02 19:53:25
325,TRC-082,2016-10-15,Engine,Minor,Loss of power under load,Overheating,4.7,392.32,True,2025-11-02 19:53:25
326,HRV-034,2016-10-15,Belt,Critical,Belt tensioner failure - Complete equipment shutdown,Misalignment,39.8,2694.37,False,2025-11-02 19:53:25
327,IRR-014,2016-10-17,Mechanical,Minor,Clutch failure,Normal wear,2.7,474.45,True,2025-11-02 19:53:25
328,TRC-125,2016-10-20,Engine,Minor,Loss of power under load,Age-related wear,5.2,297.09,True,2025-11-02 19:53:25
329,IRR-063,2016-10-23,Hydraulic,Minor,Hydraulic hose burst during operation,Contaminated fluid,2.1,416.96,True,2025-11-02 19:53:25
330,HRV-034,2016-11-04,Hydraulic,Moderate,Hydraulic cylinder leak - Reduced operational capability,Pressure spike,18.8,1408.25,True,2025-11-02 19:53:25
331,IRR-048,2016-11-06,Mechanical,Minor,Clutch failure,Misalignment,3.3,454.78,False,2025-11-02 19:53:25
332,HRV-004,2016-11-08,Engine,Critical,Engine stalling intermittently - Complete equipment shutdown,Age-related wear,109.2,8774.92,False,2025-11-02 19:53:25
333,HRV-032,2016-11-09,Mechanical,Critical,Gearbox malfunction - Complete equipment shutdown,Overload,91.7,2680.42,False,2025-11-02 19:53:25
334,SPR-021,2016-11-18,Engine,Moderate,Loss of power under load - Reduced operational capability,Overheating,20.9,1941.44,False,2025-11-02 19:53:25
335,IRR-017,2016-11-20,Electrical,Moderate,Wiring harness damage - Reduced operational capability,Corroded connection,21.4,985.68,False,2025-11-02 19:53:25
336,HRV-056,2016-11-20,Electrical,Minor,Starter motor failure,Worn component,5.0,326.23,False,2025-11-02 19:53:25
337,TRC-163,2016-11-24,Engine,Minor,Loss of power under load,Lack of maintenance,2.3,292.54,True,2025-11-02 19:53:25
338,TRC-126,2016-11-24,Electrical,Minor,Starter motor failure,Worn component,3.6,376.53,False,2025-11-02 19:53:25
339,IRR-014,2016-11-28,Hydraulic,Moderate,Loss of hydraulic pressure - Reduced operational capability,Seal failure,7.8,1285.26,False,2025-11-02 19:53:25
340,HRV-027,2016-11-29,Engine,Moderate,Engine stalling intermittently - Reduced operational capability,Worn component,20.2,1808.1,False,2025-11-02 19:53:25
341,IRR-003,2016-11-29,Electrical,Minor,Electrical short circuit,Worn component,4.4,468.76,True,2025-11-02 19:53:25
342,SPR-027,2016-11-29,Belt,Minor,Belt tensioner failure,Normal wear,3.6,363.31,True,2025-11-02 19:53:25
343,IRR-033,2016-11-30,Engine,Moderate,Fuel system malfunction - Reduced operational capability,Worn component,19.3,1887.29,True,2025-11-02 19:53:25
344,TRC-060,2016-12-01,Tire,Minor,Tire sidewall damage,Road hazard,5.6,235.0,True,2025-11-02 19:53:25
345,PLT-004,2016-12-03,Engine,Moderate,Engine oil leak detected - Reduced operational capability,Contaminated fuel,21.3,1187.83,True,2025-11-02 19:53:25
346,SPR-027,2016-12-03,Engine,Minor,Engine oil leak detected,Contaminated fuel,4.9,495.69,False,2025-11-02 19:53:25
347,IRR-020,2016-12-07,Engine,Critical,Excessive smoke from exhaust - Complete equipment shutdown,Contaminated fuel,60.7,5218.02,False,2025-11-02 19:53:25
348,HRV-024,2016-12-17,Engine,Moderate,Excessive smoke from exhaust - Reduced operational capability,Age-related wear,13.7,1836.33,True,2025-11-02 19:53:25
349,TRC-090,2016-12-22,Tire,Minor,Tire blowout,Excessive wear,5.2,225.45,True,2025-11-02 19:53:25
350,TRC-049,2016-12-23,Other,Minor,Cab door malfunction,Age-related,3.9,413.87,True,2025-11-02 19:53:25
351,SPR-019,2016-12-26,Hydraulic,Moderate,Loss of hydraulic pressure - Reduced operational capability,Exceeded service life,9.8,1297.66,True,2025-11-02 19:53:25
